CIBERSORT	W070517001156	W070517001157	W070517001159	W070517001160	W070517001161	W070517001162	W070517102034	W070517102035	W070517102036	W070517102037	W070517102038	W070517102051
AC003664.1	0	0.101685	0	0	0.0891687	0	0.0794456	0	0	0	0	0.107709
AC003666.1	0	0	0	0	0	0	0	0	0	0	0.974078	0
AC003956.1	0	0	0	0	0	0.138894	0	0	0	0	0	0.119983
AC003958.2	0.024398	0	0.011188	0.0113133	0	0	0.0807421	0.011538	0.00614245	0	0.00963131	0
AC003958.6	0	0	0	0	0.0458702	0	0	0	0	0	0	0
AC003973.3	0	0	0	0	0	0	0	0	0	0	0	0.03839
AC003973.4	0.0187323	0	0	0	0	0	0	0	0	0.024944	0	0
AC003989.3	0	0	0	0	0	0	0.524823	0	0	0	0	0
AC003989.4	0.0431856	0.169183	0	0.200142	0	0.130762	0.0866528	0.104825	0.0571359	0.347408	0.260671	0.109834
AC003991.3	0.2068772	0	0.1785501	0.27669	0.0991565	0.432667	0.6049007	0.2909356	0.203947	0.1101526	0.4266142	0.3154147
AC004019.10	0.0135886	0.0177223	0.0179656	0.032018	0.0139169	0.0406806	0.0270096	0.0485766	0	0.0721986	0	0
AC004019.13	0.100636	0	0.220587	0.0465627	0.1391211	0.1560345	0.106189	0.11414	0.0654209	0.0408974	0.1108811	0.0981032
AC004022.7	0	0	0	0.401131	0	0.500918	0.38487	0	0	0	0	0
AC004022.8	0	0.0651858	0	0.0292553	0.0251835	0	0.024741	0.0909765	0	0	0.0742345	0.0309364
AC004053.1	0	0.026467	0	0	0	0	0	0	0	0	0	0.0187972
AC004057.1	27.796	189.518	163.381	576.029	59.2	95.0088	264.289	105.224	199.539	64.2813	50.6503	203.687
AC004063.1	0	0	0	0	0	0	0.0729301	0	0	0	0.0686993	0
AC004066.2	0	0	0	0	0	0	0.0180611	0	0	0	0	0
AC004067.5	0	0	0	0.0735191	0	0.472549	0	0.0788601	0	0	0.124859	0
AC004069.1	0	0	0	0	0	0	0	0	0.0401673	0	0	0
AC004069.2	0.566402	0.876217	1.16733	1.37723	0.514527	0.44413	0.5537	1.25703	2.10298	0.509127	0.861585	0.975009
AC004074.4	0	0	0	0	0	0	0.0324971	0	0	0	0	0
AC004076.5	0.0100698	0	0	0	0	0	0.0195581	0.012205	0	0	0	0.0125652
AC004076.7	0.186238	0	0	3.93809e-08	0	0	0.171154	0	0.220508	0	0	0
AC004076.9	0.539104	0.937015	0.0305917	0.465796	0.897451	0.688293	2.08362	0.356972	0.411848	0.555131	0.4763452	0.411323
AC004129.7	0	0	0	0	0	0	0	0	0	0.183535	0	0
AC004156.3	0.00449605	0.0188298	0	0.0214958	0.0297957	0.00728068	0.0178621	0.0216319	0	0	0.00528948	0.00631707
AC004158.1	0	0.542306	0	0	0	0	0.365992	0	0	0.222055	0.3126	0
AC004158.3	0.016975	0	0.0210043	0	0	0	0	0.0501228	0	0	0.0168601	0
AC004159.1	0	0	0	0	0	0.247415	0	0	0	0	0	0
AC004160.4	0.0461075	0	0	0	0	0	0	0	0	0	0	0
AC004231.2	0.602621	0.261741	0	0.232086	0.129646	0.0981286	0	0.498275	0.523902	0.270814	0	0.24562
AC004237.1	0	0	0.0576789	0.131856	0.0541084	0.0875121	0	0.0599978	0.0647346	0	0	0
AC004257.1	0	0	0	0	0	0	0.564755	0.216067	0	0	0	0
AC004381.6	1.63369930038107	0.2886595	1.285445	0.9137983	1.5423852	0.8961575	1.7179275	0.8129705	0.560444694746	1.283745	0.641838100871198	1.0836618
AC004383.3	0	0.188027	0	0	0	0.220231	0.173191	0.199446	0	0.207122	0.596733	0
AC004386.4	0	0	0	0	0	0.0697092	0	0	0	0	0	0
AC004448.5	0	0.0299061	0	0.0273633	0.0284831	0.0363714	0	0	0	0.0638923	0	0
AC004453.8	2.78621	3.24905	2.33409	4.43758	2.78632	3.91187	2.11816	5.85613	2.69596	5.62242	4.73528	2.00887
AC004460.1	1.6308	0	0	0	0	0	0.298606	2.35709	0	0	0	0
AC004461.4	0.240776	0.0600607	0.17637	0.157465	0.373146	0.0692154	0.145972	0.118495	0.126808	0.12719	0.225779	0.0553491
AC004471.10	0.0299348	0	0.0171558	0.0309137	0	0	0	0	0.0171179	0	0	0
AC004471.9	0.0572799	0	0	0	0	0	0	0	0	0	0.0288396	0.0720544
AC004490.1	0.0177102	0.0719002	0	0.0155865	0.0046315	0.0207427	0.0128514	0.0421755	0.017101	0.0119417	0.0368056	0.0328945
AC004510.3	0	0	0	0	0.0804218	0	0	0	0	0	0	0
AC004520.1	0	0	0	0	0.931318	0	0	0	0	0	0	0
AC004540.4	3.26948	1.98882	0.532477	1.01842	1.43519	2.40419	1.33559	1.7237	1.78818	2.07362	1.08177	1.91898
AC004540.5	0	0	0	0	0	0	0	0	0	0	0.0381776	0
AC004543.2	0	0	0.118711	0	0	0	0	0	0	0	0.0935555	0
AC004549.6	0	0	0	0	0	0	0	0.0199159	0	0	0	0
AC004593.3	0.0333839	0	0	0	0.0607506	0	0	0	0	0.0417891	0	0.0389898
AC004595.1	0	0	1.16732	0	0	0	0.865957	1.18391	0	0	0	0
AC004603.4	0	0	0	0	0	0	0	0.0103982	0	0	0	0
AC004623.3	0.0552454	0.0290476	0.0244199	0.0655466	0.101708	0.17881	0.0343328	0.107392	0.0507497	0.057483	0.0660286	0.0103028
AC004637.1	0	0	0	0.0472924	0	0	0	0	0	0	0	0
AC004656.1	0	0	0	0	0	0	0	0	0	2.72914	0	0
AC004691.1	0.704142	0	0	0	0.598704	0	0	0	0	0	0	0
AC004692.5	0	0	0	0	0	0	0.147377	0	0	0	0	0
AC004754.3	0	0.0753721	0	0	0	0	0	0	0	0	0	0
AC004791.2	0.0798829	0	0	0	0	0	0	0	0	0	0	0
AC004812.1	0	0	0	1.01744	0.18309	1.27734	0	0	0	0	0	0
AC004813.1	15.2283	16.1624	12.0719	25.5348	18.6628	14.1942	8.36848	17.3058	10.7064	13.2114	17.944	17.8131
AC004837.4	0	0.11669	0	0	0	0	0	0	0	0	0	0
AC004837.5	0	0	0	0.056015	0	0	0	0	0	0	0	0
AC004853.1	0	0	0	0.0380599	0	0	0	0	0	0	0	0
AC004854.4	0	0	0.203998	0	0	0	0.184246	0.209519	0	0	0.630832	0
AC004862.6	0	0	0	0	0.603011	0	0	0	0	0	0	0
AC004878.2	0	0	0.0358905	0.0318215	0.0546313	0	0	0	0	0	0	0
AC004878.8	0	0.391905	0	0.177684	0	0.221518	0	0.413435	0	0	0.303021	0.185968
AC004893.10	0.196716	0.284876	0.342558	0.263879	0.263979	0.101191	0.187245	0.173719	0.175918	0.297454	0.190262	0.126717
AC004893.11	0.950172	2.121018	1.613865	1.564137	1.260103	1.154291	1.286597	2.578465	1.446798	2.0320739	2.134062	1.935191
AC004895.1	0	0	1.75098	0	0	0	0.64145	0	0	0	0	0
AC004899.3	0.192297	0	0	0	0	0	0	0	0.0205782	0.0433595	0	0
AC004906.3	1.20409	2.99568	1.2055	5.24354	4.24382	5.83201	3.46139	2.71033	1.66107	4.05876	5.45321	2.73585
AC004920.2	0	0	0	0	0	0.824091	0	0	0	0	0	0
AC004924.1	0	5.91312	0	0	4.9135	0	1.99836	0	0.807686	3.70521	3.3309	0.803674
AC004932.1	0.535107	0	0.200535	0	0	0	0	0	0	0.641349	1.41103	2.24595
AC004941.3	0	0.0110041	0	0.00974684	0.00854126	0	0	0	0	0.0113119	0.00834695	0.0104092
AC004943.1	2.06479	258.931	49.5163	82.7768	162.288	73.1743	1.59229	4.79236	1.06141	59.825	24.7994	32.3417
AC004951.5	0.695113	0.535586	0.414458	0.581683	0.465672	0.300291	1.01272	0.676101	0.393265	0.710815	0.466191	1.05801
AC004951.6	142.55	200.754	126.098	223.517	126.25	106.833	158.026	186.168	106.852	200.333	241.946	156.761
AC004953.1	0	0	0	0	0	0.260027	0	0	0	0.22968	0	0
AC004967.7	0.32616	1.00751	0.964827	1.63795	0.445844	1.75719	1.12254	1.56547	0.323075	0.942039	1.59709	2.04647
AC004980.10	0.820145	1.36716	2.77313	4.02659	3.24464	3.57534	1.14002	2.54528	0.436186	3.14881	3.12365	2.44536
AC004980.7	1.9090014	2.431139	2.6030325	4.2373132	2.4440727	3.16731	2.704826	1.7778059	1.4308906	2.889599	4.1162478	2.13018
AC004980.9	4.28933	0	2.34098	6.63497	4.15501	0	1.29842	1.38895	0	0	1.23056	1.35061
AC004985.12	0.447991	0.969539	0.421202	1.06115	0.538327	0.728642	0.724272	0.618524	0.383441	0.825785	1.09625	0.512786
AC004987.9	0.215218	0	0.0152866	0.0140322	0	0.0362228	0.035126	0.0143422	0.0304766	0	0.046836	0.0145702
AC004988.1	0	0	0	0	0	0	0	0	0.0258013	0	0.0200786	0.0250115
AC005014.5	0.00407628	0	0.0103447	0.00470831	0	0.0428829	0.0516472	0.0342634	0.0104493	0.00543312	0.012184	0.0249734
AC005033.6	0	0	0	0	0	0	0	0	0	0	0	0.0521374
AC005037.1	0	0	0	0	0.931318	0	0.896458	0	0	0	0	0
AC005037.3	0.118094	0	0.099689	0	0.112597	0.373772	0	0	0	0	0	0
AC005042.2	0.129153	0.0420833	0	0.0375217	0.0329038	0	0.0316365	0.0787025	0.0417199	0	0	0.0396804
AC005042.3	0	0	0	0	0	0	0.989665	0	0	0	0	0
AC005042.4	0.0853254	0.1872361	0.315177	0	0.00572407	0	0.1059794	0.377135	0.0279542	0.228549	0.00630225	0.00679613
AC005052.1	0	0	0	0	0	0	0	0	0	1.36457	0	0
AC005062.2	0.0854112	0.120254	0	0	0	0.77403	0.0732267	0	0.0979558	0.104006	0.251908	0.221741
AC005071.1	0	0	1.05059	1.09197	0	0	0	1.22014	0	0	0	0.949796
AC005071.3	1.07021	0	0	0	0.931318	0	0	0	0	0	0.974078	0
AC005071.4	0	0	0	0	0	0	0.865957	0	0	0	0	0
AC005077.14	0.00754414	0.00481959	0.0044819	0.0290658	0.0146821	0.0055077	0.00736106	0	0.00475391	0.00998092	0.00718782	0.0130239
AC005077.5	0.0809361	0	0.10782	0	0	0.124642	0	0	0	0	0	0
AC005077.7	0	0	0	0	0	0.0604575	0	0	0	0.111091	0.082026	0.213067
AC005086.1	0.255573	0	0	0	0	0	0	0	0	0	0	0
AC005086.2	0	0	0	0	0	0.387528	0	0	0	0	0.260677	0
AC005086.3	0.290227	0	0.283645	0	0.266091	0	0	0.351567	0	0	0	0
AC005094.2	0	0	0	0	0	0	0	0	0	0	0.0940871	0
AC005102.1	0	0	0	0	0	0.0644001	0	0	0	0	0	0.0527049
AC005150.1	0	0.0328138	0	0	0.0723471	0	0	0	0.182913	0.0982693	0	0
AC005154.6	3.96875816	2.675029	2.7674006	4.4796761	3.456447544312	2.834458	4.95317836	3.615136	3.00206672	2.01060079	2.76008743	3.4153811
AC005154.7	23.1003	21.5214	17.7481	29.1631	18.0315	13.4494	23.3576	25.4936	15.2025	20.5524	22.1149	20.7004
AC005154.8	6.16443	1.81461	3.50196	4.67986	2.35598	2.62373	6.01076	7.39098	3.59788	5.11347	5.25269	4.11241
AC005162.4	0	0	0	0.0989165	0	0	0	0.219805	0	0	0.171599	0
AC005187.1	0	0	0	0	0	0	0	0	0	0	0.524175	0
AC005189.6	0	0	0	0.152368	0.126043	0	0.602405	0	0.37692	0.181232	0.521554	0.816231
AC005197.2	0	0	0	0	0	0.127381	0.0932759	0	0.0593226	0	0	0
AC005224.2	0	0	0	0	0	0	0.0215064	0	0	0	0.0218325	0
AC005229.7	0	0	0	0	0	0	0.0761322	0.0894593	0	0.189432	0	0
AC005235.1	0.0137683	0.11049	0.0289426	0.3055246	0	0.0193688	0.0787234	0	0	0	0.163668	0.1071565
AC005237.4	0	0	0	0	0	0	0.0315238	0	0	0	0	0
AC005253.2	0	0.0100363	0.00976285	0.0348963	0	0.0116349	0	0.0101687	0	0.0298025	0.0161567	0.0204002
AC005255.3	0	0	0	0	0.35684	0	0	0	0	0	0	0
AC005255.5	0	0	0	0.0801539	0	0	0	0	0	0	0.206826	0.167728
AC005255.6	0	0	0	0	0	0.0469458	0	0	0	0	0	0.118488
AC005262.3	0	0	0	0	0	0	0	0	0	0	0	0.0918736
AC005264.2	0	0	0	0.00883723	0.00740785	0	0.00732436	0	0	0	0.0544182	0
AC005276.1	0	0	0	0.03395	0.0682572	0	0.025995	0	0.0338722	0	0	0
AC005281.2	0	0	0	0	0	0	0.023859	0	0	0	0	0
AC005300.5	0.28767	0.695191	0.349241	1.27495	0.453073	0.966636	0.762972	2.02095	0.749331	1.65503	1.64678	1.02352
AC005306.3	1.35502	4.4296063	0.665348	2.0981	0.861636	3.01436	0.915057	3.04051	1.44295	1.82967	3.53148	1.11121
AC005307.1	0	0	0	0	0	0	0.0160884	0	0	0	0	0.0196945
AC005307.3	0.00708412	0	0	0	0	0	0.00690996	0	0	0	0	0
AC005324.6	0.0386791	0.0841546	0	0.0428809	0	0	0.156255	0.0234553	0.100371	0.1504277	0	0.0124124
AC005329.7	0	0.0094874	0	0.0046345	0.00497554	0.00864362	0	0	0	0	0	0
AC005330.2	0.0131601	0.0167059	0	0	0	0	0	0.0157931	0	0.0340129	0.0132273	0.0161232
AC005336.4	0.297485	0	0.0370695	0.0735824	0	0	0.0569378	0.0707712	0.0376384	0.0361741	0.06161	0
AC005336.5	0.0326012	0.0874529	0	0.0188181	0	0	0	0.0392115	0	0.0221119	0.0484768	0.0199529
AC005351.1	0.047734	0.0619386	0	0.276383	0.239981	0.141737	0.468758	0.343352	0.181555	0	0.42636	0.288031
AC005355.2	0	0	0	0	0.0176369	0	0	0	0.0229477	0	0.0175777	0
AC005363.9	0.940109	0.457694	0.0270882	0.514688	0.49892	0.152064	0.503954	0.171225	0	0.279471	0	0.218309
AC005387.2	0	0	0	0	0	0	0	0.192852	0	0	0	0
AC005387.3	0	0	0	0	0	0	0.126209	0	0	0	0	0
AC005412.1	0	0	0	0.66095	0.711383	0	0	0	0	0	0	0
AC005480.1	0.169539	1.01003	0.431011	0.926171	0.268937	0	0.0879144	0.414848	0.447826	0.118963	0	0.108831
AC005481.5	0	0	0	0	0	0.0308905	0.00964255	0.0116703	0	0	0.0100264	0
AC005488.11	1.13495	7.58557	0	6.07633	7.9219	1.98533	5.26035	10.7263	0	6.82357	7.21971	4.05112
AC005513.1	0	0	0	0	0	3.05686	0.30927	1.97547	0	2.03748	1.50539	0
AC005517.3	3.34914	4.97724	3.29511	5.59891	2.42027	3.63588	2.63701	2.26089	2.36708	3.89859	3.41854	2.93531
AC005522.7	0.04077	0	0	0	0	0	0	0.0973823	0.107692	0	0	0
AC005523.2	11.6724	10.6573	9.2876	8.59656	9.56528	10.1206	7.26545	8.06695	6.33557	10.2722	10.7773	9.14161
AC005532.5	0	0	0	0	0	0.0956081	0.0639521	0	0	0	0.0647159	0.0811683
AC005534.6	0	0	0	0	0	0.230394	0	0	0	0.203515	0	0
AC005534.8	0.150827	0.854949	0.330657	0.64503	0.0506231	0	1.06354	0.401226	0.727329	0.471912	0.452627	0.309961
AC005537.2	0	0	0.107753	0.0474941	0	0	0	0.0464084	0	0.140153	0	0
AC005538.3	0	0	0	0	0	0.174652	0.551271	0	0	0	0.116094	0.140938
AC005540.3	4.28912	0.645635	0.293104	7.17875	1.67524	0.352323	0.39244	2.06709	0.51377	2.92743	1.11215	0.554109
AC005546.2	0	0	0	0	0.182113	0	0	0	0	0	0.0853574	0
AC005562.1	3.44586337	1.9017212	1.618232	2.8173744	1.06645647	1.1487583	2.6075803	1.275763	1.6781471	1.2673841	1.780367	1.66964
AC005562.2	0	0	0.389107	0	0	0	0	0	0	0	0	0
AC005578.3	0	0	0.162039	0	0.0419639	0.0624811	0.0639333	0.0514126	0	0	0	0.0259084
AC005592.3	0	0	0	0	0	0	0	0	0	0	0	0.0770371
AC005609.16	0.490258	0.345204	0	0	0	0	0.0396361	0.4043069	0	0	0	0.0392661
AC005609.17	0	0	0	0	0	0	0.0251761	0.165786	0	0	0.0868133	0
AC005609.18	0.100006	0	0	0	0	0	0.130671	0.0706219	0	0	0.396373	0.0211901
AC005614.3	0	0	0	0.0279323	0.0233603	0	0.0116285	0.0304301	0	0.0149214	0.0350174	0.0144977
AC005614.5	15.8359	7.42318	9.71111	19.6295	7.96621	14.9473	14.0697	11.2254	12.4696	11.9169	10.8262	9.06083
AC005616.1	0	0	0	0	0	0.035982	0.0468133	0	0	0	0	0.0290874
AC005616.2	0.0563481	0	0	0	0	0	0	0	0	0	0	0
AC005618.6	0	0	0	0	0	0	0	0	0	0	0.00850026	0
AC005618.8	0	0	0	5.16126e-09	0	0	0	0	0	0	0	0
AC005618.9	0.523006	0	0	0.240297	0.206925	0	0.374237	0	0.0917886	0.50219	0.018399	0.309212
AC005624.2	0.50661	0	0	0	0	0	0	0	0	0	0	0
AC005625.1	0.0517169	0.201537	0	0	0.104386	0.0764254	0	0	0	0	0	0.0587465
AC005631.1	0	0	0	0	0	0	0.0537969	0	0	0	0	0
AC005682.5	0	0	0	0	0	0	0	0	0	0.115988	0	0.0930367
AC005682.7	0	0.0865041	0	0	0	0.0990587	0.0716925	0	0	0.36694	0.206619	0
AC005702.1	0	2.04143	0	0	0.761987	0	0	0	0	1.15988	0	2.98507
AC005702.2	0	0	0	0	0	0	0	0	0	3.31396	0	0
AC005722.4	0	0	0	0	0	0	0.0155895	0	0	0	0	0
AC005740.3	0	0	0.106659	1.42578	0.266091	0	0	0	0.106175	0.231977	0	0.107156
AC005740.4	0	1.10161	0.184348	0	0	0.105726	0.216713	0.0867114	0.559986	0.0937175	0	0.0886789
AC005740.5	0	0	0	0.123619	0	0	0	0	0	0	0	0
AC005740.6	0.0276542	0	0.0675733	0	0	0	0.0276528	0.0333297	0	0.0359198	0	0
AC005752.10	0	0	0.0590289	0	0	0.131901	0	0.0524304	0	0	0	0.0562589
AC005754.8	0	0	0	0	0.0426726	0	0	0	0	0	0	0
AC005757.7	0	0	0	0.0234725	0	0	0	0	0	0	0	0
AC005775.2	0.0245235	0.0395472	0	0.0271385	0	0	0	0	0	0	0	0.0282395
AC005776.1	0	0	0	0.173942	0.286559	0	0	0	0	0.205289	0	0
AC005779.2	0.12166	0	0	0	0	0	0	0	0	0	0	0
AC005780.1	0	0	0	0	0	0	0	0	0	0	0	0.0682205
AC005783.1	0	0	0	0	0	0	0	0	0	0	1.28832	0
AC005785.2	0.192509	0.177454	0.0896655	0.193649	0.131769	0.0405408	0.169018	0.160549	0.0727755	0.0424906	0.163786	0.116763
AC005785.5	0	0	0	0	0	0.298392	0	0	0	0	0.064525	0
AC005786.6	0	0	0	0	0.0489604	0.071786	0	0	0	0	0.0475151	0
AC005789.9	0.0666767	0.049879	0	0	0.226804	0.17408	0	0.923674	0.163085	0.136833	0	0
AC005795.1	0.0714214	0.0470074	0	0	0	0	0.218541	0.0875446	0.189754	0.0965029	0.0365575	0
AC005822.1	0.0234386	0.223686	0.252676	0.306364	0.129294	0.260299	0.285103	0.171126	0.0957403	0.567041	0.192355	0.2996
AC005838.2	0	0	6.23716e-05	0	0.232149	0	0	0	0	0	0	1.59212
AC005863.1	0	0.0397247	0.0130239	0	0.0303015	0.0151966	0	0.0124761	0.0387671	0.0134479	0	0.0379246
AC005932.1	0	0	0	0	0.0247819	0	0	0	0	0	0	0
AC005943.2	6.67566	8.59171	8.15565	8.34702	8.63276	9.35575	8.05798	5.37602	5.69423	8.42693	7.35946	9.43263
AC005954.3	0	0	0	0	0	0	0.12829	0	0	0.154651	0	0
AC006000.5	0.031088	0	0	0	0.0264003	0	0	0	0	0.0772435	0.029936	0.0368807
AC006014.7	0.521175	0.749487	0.347542	1.71135	1.39833	0.31743	0.357783	0.076539	0.321605	0.946292	0.211721	0.73104
AC006014.8	12.993728	4.028054	6.2644064	11.173018	0.135493	10.117327	7.344467	0.171146	6.632541	7.312648	7.452948	10.105393
AC006019.3	0	0	0	0	0	0.00812676	0	0.00644607	0	0	0.0108912	0
AC006028.11	0.436822	0.225632	0.324924	0.931046	0.0901275	0	0.182307	0.320759	0	0.242827	0.256072	0.435323
AC006033.22	0.206676	0	0	0	0.0947057	0.141586	0.293314	0.181786	0.19119	0.509956	0.192523	0
AC006042.6	0	0	0	0	0	0	0	0	0	0	0.083633	0
AC006042.7	0	0	0.0931948	0.167344	0	0	0.368359	0.179284	0.284508	0.0961553	0	0.087872
AC006042.8	0.302448	1.11918	0.288299	0.860639	0.273676	0.953575	0.999877	0.739738	1.47429	0.830553	0.556186	0.963378
AC006050.2	0	0	0	0	0	0	0.0776563	0	0	0.050102	0	0
AC006077.3	0	0	0	0	0	0.10474	0	0.0888179	0	0	0	0
AC006077.4	0	0	0	0	0.208245	0	0	0	0	0	0	0
AC006116.1	0	0	0	0	0	0.202753	0	0	0	0	0	0
AC006116.13	0.180599	0.0792821	0.0812557	0.072294	0.0618956	0.0904702	0.147321	0.0362346	0.0386033	0.119351	0.122985	0.155447
AC006116.15	0.0823932	0	0	0	0	0	0	0.0329468	0	0	0	0.0320786
AC006116.17	0	0	0	0	0.0245872	0	0	0	0	0	0	0
AC006116.19	0	0	0	0	0	0	0	0	0	0.115988	0.0832127	0
AC006116.20	0.032323	0.1258337	0.10437	0	0.0707033	0.0538829	0.158967	0	0	0.0803775	0.3502988	0.120717
AC006116.22	0.165301	0.0949402	0.109926	0.071142	0.0489787	0.453004	0.0925345	0.101135	0.19742	0.205753	0.144467	0.195278
AC006116.24	0	0	0.707727	1.12073	0.877254	0.933962	2.48101	1.62426	0.31586	0	0.667837	0.283765
AC006116.27	0	0.160974	0	0	0	0	0	0	0	0.179038	0.0378144	0
AC006128.2	0.848927	0.700672	0.811386	1.05946	0.807629	0.772045	0.837581	0.466522	0.444613	0.6077	0.986608	0.665618
AC006129.2	0	0	0	0.1219967	0.4053857	0.4893955	0.0783672	0.1684039	0.194279	0.6143415	0.1683861	0.0529218
AC006129.3	0	0	0	0	0.0357892	0	0	0.0492739	0	0.0516813	0.0387156	0
AC006145.4	0.178355	0.221283	0.0804685	0.1201306	0.144722	0.187279	0.201125	0.177429	0.1303246	0.226345	0.154874	0.131329
AC006156.2	1.79253	0	0	0	0	0.0409986	0.0916373	0	0	0	0	0.0322748
AC006160.5	0.0330315	0	0	0	0.0334579	0	0	0	0	0	0	0
AC006262.5	0.119195	0	0	0	0	0	0	0	0.094723	0	0	0
AC006277.2	0.0391138	0.327984	0.306976	0.221691	0.177532	0.644637	0.0901536	0.233464	0.128035	0.231209	0.0748345	0.0864371
AC006277.3	0	0	0	0	0	0.0185477	0	0	0	0	0	0
AC006328.4	0	0	0	0	0	0.268914	0.0395414	0	0	0	0.083633	0
AC006335.10	0.283854	0	0	0	0	0	0.0871467	0	0	0	0	0
AC006335.6	0.0502822	0	0	0	0	0	1.08315	0	0	0	0.0472262	0.0572034
AC006355.3	0	0.122479	0	0	0.159722	0	0	0	0	0	0	0
AC006369.2	0	0	0.244586	0.141154	0.1592	0.355814	0	0	0.200898	0	0.077585	0
AC006369.3	0	0	0	0	0	0	0	0	0	0	0	0.109401
AC006372.4	0	0	0	0	0	0	0	0	0	0.0113103	0	0.0106252
AC006372.5	0	0.0742739	0	0	0	0	0	0	0	0	0	0
AC006378.2	0	0	0	0	0	0	0	0	0	0	0	0.0799831
AC006445.7	0.0660306	0	0	0	0	0	0	0.0818898	0.0854399	0	0	0.0804975
AC006460.2	0.351115	0.152794	0.229047	0.0680689	0	0	0.1686972	0.283709	0.641227	0	0.0602748	0
AC006461.1	0.901233	0	0	0	0.158606	0	0	0	0	0	0.788539	0
AC006461.2	0	0	0	0.824703	0	0	0	0	0.314893	0.153933	0	0.29639
AC006480.1	0	0	0	1.1562	0.931318	0	2.59787	2.5928	1.2564	2.72914	1.94816	0
AC006486.10	0.121522	0.0254224	0.0972833	0.0329819	0.0698576	0.116758	0.0728786	0.0661441	0.012027	0.0505359	0.0743512	0.0691346
AC006486.9	24.8844	21.8302	18.4561	20.168	15.1008	20.3429	16.3066	13.1631	14.8613	19.5875	27.029	22.2189
AC006487.1	0	0	0	0	0	0	0.618541	1.97547	1.96654	0	0	0
AC006499.4	0	0	0	0	0.10746	0	0	0	0	0	0	0
AC006509.7	0	0	0.146615	0.163756	0.225278	0	0.109332	0	0.0223657	0	0.166839	0.155028
AC006538.1	0	0	0	0	0.0359923	0.0131322	0	0.0105462	0.0216537	0.0113038	0.0258118	0.010715
AC006538.4	0.125028	0	0	0	0	0	0	0.127566	0	0	0	0
AC006538.8	0	0	0	0	0	0	0	0	0	0	0.0603333	0
AC006539.1	0	0	0	0	0.838186	0	0	0	0	0	0	0
AC006539.2	0.0587502	0	0.230503	0	0	0	0.229617	0	0	0	0	0
AC006539.6	0	0	0.71875	0	0	0	0	0	0	0	0	0
AC006547.13	0.289096	0.1386336	0.1665004	0.3561	0.1147595	0.497764	0.0787234	0.3458081	0.3473831	0.1764845	0.332851	0.5471694
AC006547.14	0.0327155	0.0218083	0	0.0864056	0.0264456	0.0638903	0.0157427	0.00968569	0	0	0	0.10331915
AC006548.19	4.97537	0	0	0	0.312261	0.699933	0.324859	0	0	0	0	0.280008
AC006548.28	0.0105878	0.00905544	0.00892236	0.0153398	0.0164126	0.0200168	0.0165239	0.0184359	0.00609034	0.0134111	0.0117188	0.0183692
AC006552.1	0	0.0806241	0.0399535	0.0177566	0.0157919	0.0456677	0	0.0177388	0.0190981	0.0200417	0.014969	0.0374734
AC006557.1	0	5.04354	0	2.45693	0	1.59668	0	2.5928	3.99092	2.72914	1.94816	2.4583
AC006925.1	0	2.25632	0	0	0	0	0	0	0	0	0	0
AC006942.4	0.797663	0.620066	1.00677	0.841047	0.356948	0.654334	0.431498	0.69332	0.700592	0.369863	0.447411	1.17106
AC006946.12	0.128748	0.295656	0.298039	0.406664	0.113268	0.517841	0	0	0.16877	0.162222	0.23323	0.438367
AC006946.15	0.1930704	0.2017422	0	0.0677718	0.0725536	0.0667264	0.147601	0.2116206	0.03909258	0	0.0959691	0.0360505
AC006946.16	0	0.0127971	0.0375248	0.046359	0.0195518	0	0.0102567	0.0361204	0.0502482	0.0527329	0.0196353	0.0243046
AC006947.1	0	0	0	0.0668395	0.0586117	0.174541	0	0	0	0	0.0591095	0
AC006960.5	0	0	0	0	0	1.15421	0.400888	0.469907	0	0	0	0.556373
AC006960.7	0.137405	0.165097	0	0.153544	0.126465	0	0	0.166392	0.257186	0.0856988	0.0660425	0.0825865
AC006978.6	0.97883	0.557839	0.423594	0.579695	0.861973	0.765444	0.976981	1.54185	1.02279	1.08445	0.865429	0.690004
AC006987.4	0	0	0.0477901	0.0429437	0.0734578	0	0	0	0	0	0	0
AC006987.6	0	0	0	0.0737231	0.0328107	0.146166	0.0339681	0	0	0.0441771	0.0648572	0
AC007000.10	0	0	0.106659	0.409488	0.252986	0	0.0794456	0	0.106676	0.11536	0.334532	0.107156
AC007000.11	13.6497	16.2039	14.0079	48.2451	22.5946	8.88585	14.1702	4.23177	6.88289	24.0288	27.5989	34.4882
AC007003.1	2.35884e-09	0	0	0	0	0	0	0	0	0	0	0
AC007016.3	0	0.261403	0.27288	0	0	0	0	0.545853	0.297569	0.286391	0.419223	0.267891
AC007036.4	0	0	0	0	0	0	0	0	0	0	0	0.0777419
AC007036.6	0	0	0	0	0	0	0	0	0	0	0	0.051967
AC007038.7	0.190618	0.126734	0.105744	0.194696	0.210382	0.341521	0.341807	0.15468	0.36225	0.651748	0.388012	0.280017
AC007040.11	0.0411883	0.0334389	0.018213	0.0693989	0.0242636	0.0338896	0.0279658	0.0243053	0.030882	0.0327883	0.0499503	0.1693268
AC007040.6	0.616056	0.225506	0	0.134349	0.1187	0.256325	0	0	0	0.0792774	0	0.0734361
AC007040.8	0	0	0	0	0.0367658	0	0	0	0	0	0	0
